price_per_m2,size_num,bedrooms,luxury_score,postal_code_clean,nr_rooms
4961.832061068702,131.0,4.0,0.0,1069 HN,5.0
4687.5,80.0,2.0,0.0,1069 GZ,3.0
7638.888888888889,72.0,2.0,0.0,1093 TR,3.0
8500.0,50.0,1.0,0.0,1051 GX,2.0
11693.548387096775,62.0,2.0,0.0,1018 HE,3.0
7734.375,64.0,2.0,0.0,1064 AB,3.0
6603.773584905661,106.0,3.0,2.0,1011 MJ,4.0
13068.181818181818,44.0,1.0,0.0,1016 PT,2.0
7528.301886792453,53.0,1.0,0.0,1094 GH,3.0
8777.777777777777,45.0,1.0,0.0,1052 BE,2.0
8020.833333333333,48.0,2.0,0.0,1055 NS,3.0
7812.5,64.0,1.0,0.0,1058 CN,3.0
10194.805194805194,77.0,2.0,1.0,1096 AM,3.0
9767.441860465116,43.0,1.0,0.0,1018 NB,2.0
6696.428571428572,56.0,2.0,0.0,1066 ML,3.0
11204.081632653062,49.0,1.0,1.0,1012 RS,2.0
9565.217391304348,69.0,1.0,0.0,1018 CA,2.0
8880.597014925374,67.0,1.0,1.0,1031 KN,2.0
7619.047619047619,105.0,3.0,0.0,1056 WG,4.0
11363.636363636364,44.0,1.0,0.0,1076 XN,2.0
8018.867924528302,159.0,4.0,0.0,1031 JK,6.0
6666.666666666667,75.0,2.0,0.0,1091 HL,3.0
9375.0,48.0,1.0,0.0,1018 CA,2.0
6612.903225806452,62.0,1.0,0.0,1102 AK,2.0
8766.233766233767,77.0,2.0,0.0,1076 DK,3.0
8729.166666666666,48.0,1.0,0.0,1056 KA,2.0
4848.484848484848,66.0,2.0,0.0,1068 ZJ,3.0
8403.361344537816,119.0,3.0,0.0,1077 SJ,5.0
7450.0,100.0,4.0,0.0,1091 XD,5.0
7194.237410071943,139.0,2.0,1.0,1016 EN,4.0
10000.0,133.0,3.0,1.0,1095 AM,4.0
7222.222222222223,90.0,2.0,1.0,1094 NV,3.0
4591.836734693878,98.0,3.0,1.0,1025 SN,4.0
6617.283950617284,81.0,2.0,1.0,1101 DA,3.0
7391.304347826087,69.0,2.0,0.0,1064 AB,3.0
7746.478873239436,71.0,2.0,0.0,1013 RW,3.0
9444.444444444445,45.0,1.0,0.0,1054 WB,2.0
5769.2307692307695,52.0,1.0,0.0,1025 GE,2.0
15892.857142857143,112.0,2.0,2.0,1075 BV,3.0
7753.623188405797,69.0,2.0,0.0,1098 TV,3.0
5357.142857142857,56.0,1.0,0.0,1102 XK,2.0
9405.940594059406,101.0,2.0,0.0,1072 XA,3.0
7876.712328767123,73.0,4.0,0.0,1057 HV,5.0
8325.0,60.0,2.0,0.0,1056 XJ,3.0
7675.438596491228,114.0,3.0,0.0,1079 JB,4.0
8864.864864864865,74.0,2.0,1.0,1095 AM,3.0
7565.789473684211,76.0,2.0,1.0,1018 TW,3.0
8620.689655172413,58.0,2.0,0.0,1058 KM,3.0
9491.525423728814,59.0,1.0,1.0,1031 HX,2.0
7674.418604651163,43.0,1.0,0.0,1074 XM,2.0
6531.553398058252,103.0,2.0,1.0,1101 DA,3.0
5081.9672131147545,61.0,2.0,0.0,1063 LH,3.0
9027.777777777777,36.0,1.0,0.0,1091 JL,2.0
4686.746987951808,83.0,2.0,0.0,1103 SH,3.0
9505.494505494506,91.0,2.0,1.0,1031 KN,3.0
5142.857142857143,70.0,2.0,0.0,1069 NK,3.0
6397.058823529412,68.0,1.0,1.0,1082 KJ,2.0
9052.631578947368,76.0,2.0,1.0,1095 AM,3.0
9519.23076923077,52.0,2.0,0.0,1056 JN,3.0
8824.324324324325,74.0,2.0,1.0,1095 AM,3.0
10530.30303030303,66.0,1.0,0.0,1096 GV,2.0
7880.434782608696,92.0,2.0,0.0,1056 SX,4.0
7871.287128712871,101.0,4.0,0.0,1051 TT,5.0
6170.212765957447,94.0,3.0,1.0,1066 AA,4.0
6989.247311827957,93.0,2.0,1.0,1055 AB,3.0
8321.42857142857,84.0,2.0,0.0,1078 MR,4.0
11766.666666666666,90.0,2.0,0.0,1017 VX,3.0
5572.289156626506,166.0,4.0,0.0,1073 AZ,12.0
7980.0,50.0,1.0,1.0,1062 HE,2.0
9445.9,30.0,1.0,1.0,1095 PA,2.0
9482.758620689656,58.0,1.0,0.0,1018 CA,2.0
8152.397260273972,73.0,3.0,1.0,1101 DA,4.0
8823.529411764706,68.0,1.0,0.0,1096 DE,2.0
5056.179775280899,89.0,2.0,0.0,1024 VS,3.0
6533.333333333333,75.0,3.0,0.0,1098 SR,5.0
4729.72972972973,74.0,3.0,0.0,1106 DK,4.0
6372.549019607844,51.0,1.0,0.0,1055 AT,2.0
9324.324324324325,74.0,2.0,0.0,1091 GT,3.0
8932.58426966292,89.0,2.0,1.0,1074 EC,3.0
7232.142857142857,56.0,2.0,0.0,1024 KV,3.0
6982.758620689655,58.0,2.0,0.0,1024 KV,3.0
9895.833333333334,48.0,1.0,0.0,1054 VP,2.0
7352.941176470588,34.0,1.0,0.0,1022 KK,2.0
9274.193548387097,62.0,1.0,1.0,1016 TA,3.0
7848.837209302325,86.0,2.0,1.0,1095 MP,3.0
8620.689655172413,58.0,2.0,0.0,1056 XH,3.0
5869.565217391304,92.0,2.0,1.0,1066 GJ,3.0
9137.931034482759,87.0,3.0,1.0,1031 KN,4.0
9693.877551020409,98.0,2.0,0.0,1012 JD,3.0
7669.642857142857,56.0,1.0,0.0,1101 BA,2.0
9330.708661417322,127.0,4.0,0.0,1053 SE,5.0
8241.758241758242,91.0,2.0,0.0,1051 VR,3.0
6556.603773584906,106.0,3.0,1.0,1082 JV,4.0
9134.615384615385,104.0,2.0,1.0,1082 ME,3.0
8181.818181818182,55.0,2.0,0.0,1076 LN,3.0
8511.363636363636,88.0,2.0,0.0,1051 GW,4.0
8965.51724137931,145.0,4.0,0.0,1078 JP,5.0
8729.72972972973,74.0,2.0,1.0,1095 AM,3.0
10416.666666666666,36.0,1.0,0.0,1072 VN,2.0
9411.764705882353,68.0,2.0,1.0,1031 KN,3.0
8673.91304347826,46.0,1.0,1.0,1011 LM,2.0
9141.193548387097,31.0,1.0,1.0,1095 PA,2.0
7173.913043478261,69.0,3.0,0.0,1091 NB,4.0
8100.0,50.0,1.0,0.0,1033 SM,3.0
6462.962962962963,108.0,3.0,2.0,1019 HZ,5.0
9132.65306122449,98.0,2.0,0.0,1015 SP,3.0
7281.553398058252,206.0,3.0,1.0,1078 HK,6.0
6982.758620689655,58.0,2.0,0.0,1024 KV,3.0
7065.217391304348,92.0,2.0,1.0,1043 EG,4.0
9916.666666666666,60.0,2.0,0.0,1018 PM,4.0
8750.0,112.0,3.0,1.0,1014 ZB,4.0
7352.941176470588,68.0,2.0,1.0,1062 HE,3.0
5479.45205479452,73.0,2.0,0.0,1102 MZ,3.0
5870.588235294118,85.0,3.0,0.0,1082 CW,4.0
7232.142857142857,56.0,2.0,0.0,1024 KV,3.0
6291.666666666667,96.0,2.0,1.0,1102 SG,3.0
3614.4578313253014,83.0,3.0,0.0,1107 JR,5.0
9500.0,50.0,1.0,0.0,1073 BR,2.0
5327.868852459016,122.0,3.0,0.0,1069 LK,4.0
8714.285714285714,70.0,2.0,0.0,1096 DS,3.0
5377.358490566037,53.0,1.0,1.0,1103 LS,2.0
6354.430379746836,79.0,2.0,1.0,1101 DA,3.0
7012.195121951219,82.0,3.0,0.0,1076 AT,4.0
5566.037735849057,53.0,1.0,0.0,1102 TT,2.0
7173.913043478261,69.0,3.0,0.0,1024 KV,4.0
7578.125,64.0,2.0,0.0,1052 RL,4.0
9500.0,50.0,2.0,0.0,1056 RD,3.0
7900.0,50.0,1.0,1.0,1062 HE,2.0
8041.044776119403,67.0,1.0,1.0,1061 AV,2.0
7500.0,66.0,3.0,0.0,1051 JR,4.0
5357.894736842105,95.0,2.0,1.0,1069 KD,3.0
8333.333333333334,54.0,1.0,0.0,1058 KJ,2.0
9659.09090909091,88.0,2.0,0.0,1016 GC,4.0
6927.710843373494,83.0,3.0,0.0,1055 RM,4.0
6859.154929577465,71.0,2.0,1.0,1101 DA,3.0
6483.870967741936,93.0,2.0,1.0,1101 DA,3.0
8653.846153846154,104.0,2.0,1.0,1031 KA,3.0
7734.939759036145,83.0,2.0,0.0,1064 AB,3.0
9805.194805194806,77.0,2.0,1.0,1096 AM,3.0
11458.333333333334,48.0,1.0,1.0,1096 AM,2.0
9677.41935483871,31.0,1.0,0.0,1015 VT,2.0
10783.132530120482,83.0,2.0,0.0,1017 ZT,3.0
9577.464788732394,71.0,2.0,0.0,1018 CA,3.0
14393.939393939394,33.0,1.0,0.0,1015 SN,2.0
4538.961038961039,77.0,2.0,0.0,1108 DK,3.0
8088.235294117647,68.0,2.0,0.0,1058 XH,4.0
5769.2307692307695,91.0,2.0,0.0,1102 AK,4.0
9444.444444444445,45.0,1.0,0.0,1012 EV,2.0
7142.857142857143,91.0,3.0,1.0,1055 AK,4.0
4754.098360655737,61.0,2.0,1.0,1069 TS,3.0
9430.894308943089,123.0,4.0,0.0,1077 RT,5.0
8866.666666666666,75.0,3.0,0.0,1091 BE,4.0
6226.415094339623,106.0,3.0,1.0,1025 WK,4.0
7293.577981651376,109.0,2.0,1.0,1019 VR,3.0
8609.71794871795,39.0,1.0,0.0,1064 AB,2.0
9652.777777777777,72.0,2.0,1.0,1053 GV,3.0
9146.341463414634,41.0,1.0,0.0,1013 LZ,2.0
9629.62962962963,27.0,1.0,0.0,1073 BR,2.0
9036.144578313253,83.0,2.0,0.0,1056 PN,3.0
7848.837209302325,86.0,2.0,0.0,1055 LS,3.0
3669.7247706422017,109.0,5.0,1.0,1104 TS,6.0
8910.714285714286,56.0,1.0,0.0,1011 LA,2.0
8904.109589041096,73.0,2.0,0.0,1054 JC,3.0
4875.0,120.0,3.0,1.0,1068 ZZ,4.0
5952.380952380952,147.0,3.0,0.0,1043 CP,5.0
7164.948453608247,97.0,3.0,0.0,1094 NW,4.0
4381.443298969072,97.0,2.0,1.0,1069 RE,3.0
7597.402597402597,77.0,2.0,0.0,1013 NN,3.0
8676.470588235294,68.0,2.0,1.0,1016 NX,3.0
5357.142857142857,84.0,2.0,0.0,1067 DZ,3.0
6982.758620689655,58.0,2.0,0.0,1024 KV,3.0
8018.867924528302,53.0,2.0,0.0,1073 HX,3.0
7456.896551724138,116.0,3.0,0.0,1077 KM,4.0
9420.289855072464,69.0,2.0,0.0,1018 CA,3.0
7727.272727272727,55.0,1.0,0.0,1075 TX,2.0
8163.265306122449,49.0,2.0,0.0,1055 DE,3.0
8854.166666666666,48.0,1.0,1.0,1019 XP,2.0
4345.238095238095,84.0,3.0,0.0,1107 GR,4.0
6062.992125984252,127.0,3.0,1.0,1025 WK,4.0
5422.5352112676055,71.0,2.0,0.0,1068 SH,3.0
9141.193548387097,31.0,1.0,1.0,1095 PA,2.0
8962.264150943396,106.0,4.0,0.0,1059 VP,5.0
9352.51798561151,139.0,3.0,1.0,1096 AM,5.0
7866.666666666667,75.0,2.0,0.0,1055 MA,4.0
10526.315789473685,38.0,1.0,0.0,1053 LK,2.0
7327.586206896552,174.0,3.0,1.0,1082 ME,4.0
8313.253012048193,83.0,2.0,0.0,1052 EZ,3.0
8090.909090909091,55.0,1.0,0.0,1078 CL,2.0
9493.67088607595,79.0,2.0,0.0,1018 CA,3.0
5129.87012987013,77.0,2.0,1.0,1064 AG,3.0
8676.470588235294,34.0,1.0,1.0,1083 EK,2.0
10531.91489361702,47.0,2.0,0.0,1054 WC,3.0
7612.612612612613,111.0,2.0,0.0,1013 BR,5.0
7267.441860465116,86.0,3.0,0.0,1073 RN,4.0
8461.538461538461,65.0,2.0,0.0,1053 TT,3.0
6802.816901408451,71.0,2.0,1.0,1101 DA,3.0
8500.0,50.0,2.0,0.0,1055 BG,3.0
7155.172413793103,58.0,2.0,0.0,1024 KV,3.0
10833.333333333334,60.0,1.0,1.0,1096 GV,1.0
8333.333333333334,51.0,1.0,0.0,1018 PZ,2.0
9920.63492063492,126.0,2.0,0.0,1015 CR,3.0
10135.135135135135,37.0,1.0,0.0,1051 KA,2.0
8730.15873015873,63.0,2.0,0.0,1079 GT,3.0
6293.103448275862,58.0,1.0,1.0,1087 VA,2.0
10119.047619047618,84.0,3.0,0.0,1017 HW,4.0
5277.777777777777,90.0,2.0,1.0,1068 GL,3.0
8529.91452991453,117.0,3.0,1.0,1095 AM,4.0
8524.096385542169,83.0,2.0,0.0,1096 DS,3.0
7660.25641025641,156.0,3.0,0.0,1052 CZ,4.0
8536.585365853658,82.0,2.0,0.0,1057 GE,3.0
5155.172413793103,58.0,2.0,0.0,1102 XH,3.0
7692.307692307692,65.0,1.0,0.0,1016 KD,2.0
8906.976744186046,129.0,3.0,1.0,1014 ZK,4.0
6263.1578947368425,95.0,2.0,0.0,1098 LK,3.0
10172.413793103447,29.0,1.0,0.0,1095 HC,1.0
10294.117647058823,34.0,1.0,0.0,1072 TV,2.0
8888.888888888889,45.0,1.0,0.0,1053 NT,2.0
5718.75,96.0,2.0,1.0,1069 LW,3.0
12025.316455696202,79.0,2.0,1.0,1031 HX,3.0
9313.725490196079,51.0,2.0,0.0,1057 PW,3.0
7236.8421052631575,38.0,1.0,1.0,1055 RD,1.0
6029.411764705882,102.0,3.0,1.0,1025 WK,4.0
8720.93023255814,258.0,5.0,2.5,1014 ZG,7.0
6753.086419753086,81.0,2.0,1.0,1101 DA,3.0
5639.097744360903,133.0,4.0,2.0,1087 LG,5.0
7352.941176470588,68.0,1.0,1.0,1052 KC,2.0
6369.426751592357,157.0,3.0,1.0,1086 VA,4.0
9487.179487179486,195.0,4.0,1.0,1054 BR,5.0
9069.767441860466,86.0,2.0,1.0,1031 KN,3.0
12548.387096774193,31.0,1.0,0.0,1052 AA,2.0
10344.827586206897,87.0,2.0,1.0,1016 NX,3.0
7500.0,64.0,2.0,0.0,1064 AB,3.0
7252.604166666667,96.0,2.0,1.0,1061 AV,3.0
8802.81690140845,142.0,3.0,0.0,1093 EG,4.0
5741.666666666667,120.0,3.0,1.0,1087 VH,4.0
8020.833333333333,48.0,1.0,0.0,1015 NR,2.0
6602.5641025641025,78.0,2.0,1.0,1025 WK,3.0
12875.0,120.0,3.0,0.0,1054 LX,4.0
9930.555555555555,72.0,2.0,0.0,1018 CA,3.0
8593.75,64.0,2.0,0.0,1056 BS,3.0
12841.530054644809,183.0,1.0,1.0,1071 CH,4.0
13580.246913580248,81.0,2.0,2.0,1074 BJ,3.0
4032.2580645161293,93.0,3.0,1.0,1108 HC,4.0
10333.333333333334,60.0,1.0,1.0,1096 AM,2.0
3838.3838383838383,99.0,3.0,1.0,1108 CC,4.0
10222.222222222223,45.0,1.0,0.0,1015 LB,2.0
9315.068493150686,73.0,2.0,0.0,1054 ZP,3.0
8860.46511627907,43.0,1.0,1.0,1032 KN,2.0
7876.712328767123,73.0,2.0,0.0,1055 KH,3.0
7608.695652173913,69.0,1.0,0.0,1052 HJ,2.0
7242.857142857143,70.0,2.0,0.0,1064 AB,3.0
7467.532467532467,77.0,2.0,0.0,1055 AJ,3.0
15282.051282051281,195.0,3.0,1.0,1075 BV,4.0
5536.8421052631575,95.0,4.0,0.0,1103 TC,5.0
10576.923076923076,52.0,2.0,0.0,1072 JW,3.0
8800.0,50.0,2.0,0.0,1079 EK,3.0
9239.130434782608,46.0,1.0,0.0,1091 AG,2.0
7954.545454545455,110.0,1.0,1.0,1016 DR,2.0
7800.0,50.0,1.0,1.0,1062 HE,2.0
6664.476190476191,42.0,1.0,1.0,1032 KW,2.0
9445.9,30.0,1.0,1.0,1095 PA,2.0
8316.666666666666,60.0,2.0,0.0,1094 EM,3.0
7833.333333333333,30.0,1.0,1.0,1055 AA,1.0
7812.5,64.0,1.0,0.0,1074 CT,2.0
6578.9473684210525,95.0,3.0,0.0,1098 EP,4.0
8500.0,70.0,2.0,0.0,1057 HP,4.0
4305.555555555556,72.0,2.0,0.0,1102 XX,3.0
8690.47619047619,42.0,1.0,0.0,1093 GB,2.0
9583.333333333334,60.0,1.0,1.0,1031 HX,2.0
7743.90243902439,82.0,2.0,0.0,1036 LH,3.0
8316.666666666666,60.0,2.0,0.0,1058 AB,3.0
6284.153005464481,183.0,5.0,0.0,1056 GS,7.0
7304.347826086957,69.0,2.0,0.0,1101 BA,3.0
4870.12987012987,77.0,2.0,1.0,1069 ZR,3.0
7983.870967741936,62.0,2.0,0.0,1098 AH,3.0
6310.3448275862065,87.0,2.0,1.0,1082 HP,3.0
10514.70588235294,204.0,4.0,0.0,1078 GB,6.0
8114.035087719299,114.0,3.0,0.0,1075 TG,4.0
7357.142857142857,70.0,2.0,0.0,1064 AB,3.0
9339.622641509433,53.0,2.0,0.0,1058 AX,3.0
9000.0,100.0,3.0,1.0,1014 ZB,4.0
9848.484848484848,33.0,1.0,1.0,1083 EL,2.0
8396.22641509434,53.0,2.0,0.0,1057 GM,3.0
9183.673469387755,49.0,2.0,0.0,1056 NR,3.0
9230.76923076923,39.0,1.0,0.0,1094 EH,2.0
6730.7692307692305,78.0,3.0,1.0,1082 VC,4.0
9660.194174757282,103.0,2.0,0.0,1051 JE,3.0
9920.63492063492,63.0,2.0,1.0,1053 WP,3.0
7950.0,100.0,3.0,1.0,1014 ZB,4.0
8287.037037037036,108.0,3.0,1.0,1061 AV,4.0
8829.787234042553,47.0,1.0,0.0,1095 AW,2.0
6315.789473684211,57.0,2.0,0.0,1063 CJ,3.0
8870.967741935483,62.0,2.0,0.0,1015 VC,3.0
8064.5161290322585,62.0,1.0,0.0,1072 HG,3.0
5263.1578947368425,76.0,2.0,0.0,1034 CE,3.0
8333.333333333334,69.0,2.0,0.0,1057 BK,4.0
8015.267175572519,131.0,4.0,1.0,1097 DG,5.0
5931.14,50.0,1.0,1.0,1032 KW,2.0
8811.764705882353,85.0,4.0,0.0,1054 CD,5.0
10643.564356435643,101.0,3.0,0.0,1054 EC,4.0
7808.219178082192,73.0,2.0,0.0,1018 ZT,3.0
8839.285714285714,56.0,2.0,0.0,1058 CA,3.0
7500.0,50.0,1.0,0.0,1021 CR,2.0
8181.818181818182,55.0,1.0,0.0,1015 CD,2.0
8468.208092485549,173.0,3.0,0.0,1016 TH,4.0
10078.125,64.0,2.0,0.0,1075 RH,3.0
4216.8674698795185,83.0,3.0,1.0,1069 DV,4.0
8849.056603773584,53.0,1.0,0.0,1072 SX,3.0
7222.222222222223,90.0,3.0,1.0,1078 TE,4.0
9027.777777777777,72.0,2.0,0.0,1053 VE,3.0
6770.114942528736,87.0,1.0,0.0,1012 TA,2.0
5654.761904761905,84.0,3.0,0.0,1094 TV,4.0
8157.894736842105,95.0,3.0,0.0,1055 DC,4.0
9714.285714285714,56.0,2.0,1.0,1073 GJ,3.0
9047.619047619048,42.0,1.0,0.0,1015 AT,2.0
8682.539682539682,63.0,1.0,0.0,1095 AM,2.0
10000.0,77.0,2.0,0.0,1018 CA,3.0
9292.035398230088,226.0,3.0,1.0,1016 AA,4.0
8854.166666666666,48.0,2.0,0.0,1056 JS,3.0
8256.880733944954,109.0,3.0,1.0,1014 ZG,4.0
9368.932038834952,103.0,2.0,0.0,1018 CA,3.0
4395.604395604396,91.0,3.0,0.0,1106 DM,4.0
8785.714285714286,70.0,2.0,1.0,1095 AM,3.0
8187.8493150684935,73.0,3.0,1.0,1101 DA,4.0
6859.154929577465,71.0,2.0,1.0,1101 DA,3.0
9962.962962962964,27.0,1.0,0.0,1094 CW,2.0
7608.695652173913,46.0,1.0,0.0,1095 AX,2.0
6603.773584905661,53.0,1.0,0.0,1093 GX,2.0
11415.52511415525,219.0,3.0,2.0,1054 ES,4.0
5792.682926829269,82.0,2.0,0.0,1068 PH,3.0
11076.95744680851,94.0,3.0,1.0,1013 SG,4.0
10350.877192982456,114.0,3.0,1.0,1031 HX,4.0
8189.6551724137935,116.0,3.0,0.0,1016 TL,4.0
8333.333333333334,48.0,1.0,0.0,1017 PW,2.0
8467.741935483871,62.0,1.0,0.0,1094 GL,2.0
7826.086956521739,46.0,1.0,1.0,1096 BN,2.0
9338.235294117647,68.0,2.0,0.0,1017 DW,4.0
8125.0,80.0,2.0,1.0,1018 BS,3.0
9926.470588235294,68.0,2.0,1.0,1011 KP,3.0
8062.015503875969,129.0,2.0,0.0,1014 ZK,3.0
7971.014492753623,69.0,1.0,0.0,1072 ND,3.0
9296.875,64.0,1.0,0.0,1033 NA,2.0
6187.5,80.0,2.0,1.0,1062 GE,3.0
4487.179487179487,78.0,3.0,0.0,1107 CE,4.0
7493.975903614458,83.0,2.0,0.0,1064 AB,3.0
10877.192982456141,114.0,3.0,1.0,1031 HX,4.0
9140.625,64.0,2.0,0.0,1018 AA,3.0
7772.020725388601,193.0,5.0,0.0,1077 EV,8.0
8977.272727272728,44.0,2.0,0.0,1051 EB,3.0
10692.307692307691,65.0,2.0,0.0,1016 CB,3.0
6581.796116504855,103.0,3.0,1.0,1101 DA,4.0
9464.285714285714,84.0,2.0,0.0,1091 AR,3.0
6569.343065693431,137.0,3.0,1.0,1082 KC,4.0
8362.068965517241,58.0,2.0,0.0,1057 XC,3.0
9821.42857142857,28.0,1.0,0.0,1096 GJ,1.0
9132.65306122449,98.0,3.0,0.0,1015 GC,5.0
8577.981651376147,109.0,3.0,1.0,1061 AV,4.0
7708.333333333333,168.0,2.0,0.0,1012 EZ,5.0
5468.75,64.0,2.0,1.0,1064 AE,3.0
6481.481481481482,54.0,1.0,0.0,1065 LX,2.0
9626.865671641792,134.0,4.0,0.0,1095 AM,5.0
9693.877551020409,49.0,1.0,1.5,1018 LG,2.0
7575.757575757576,66.0,1.0,0.0,1021 CW,2.0
8157.894736842105,57.0,1.0,0.0,1074 VN,2.0
7042.2535211267605,71.0,1.0,0.0,1052 JB,2.0
6982.758620689655,58.0,2.0,0.0,1024 KV,3.0
6756.756756756757,111.0,3.0,0.0,1097 ZA,4.0
5072.463768115942,69.0,2.0,1.0,1069 NC,3.0
8333.333333333334,48.0,2.0,0.0,1055 PH,3.0
8307.692307692309,65.0,2.0,0.0,1064 AB,3.0
7777.777777777777,72.0,2.0,1.0,1036 LA,3.0
4518.0722891566265,83.0,2.0,1.0,1024 AS,3.0
7142.857142857143,84.0,2.0,0.0,1091 CE,3.0
9596.153846153846,52.0,1.0,0.0,1072 HV,2.0
8280.254777070064,157.0,3.0,0.0,1052 CP,5.0
4929.577464788732,71.0,2.0,0.0,1102 ZW,3.0
8333.333333333334,108.0,3.0,1.0,1096 DS,6.0
11824.324324324325,37.0,1.0,0.0,1054 GE,2.0
5689.6551724137935,116.0,3.0,1.0,1082 GR,4.0
6969.69696969697,165.0,4.0,0.0,1077 KB,7.0
8653.333333333334,75.0,3.0,0.0,1056 VV,4.0
12142.857142857143,70.0,2.0,0.0,1017 DW,3.0
6562.5,160.0,2.0,0.0,1035 PW,4.0
9948.979591836734,49.0,1.0,0.0,1073 XA,2.0
9931.506849315068,73.0,1.0,0.0,1016 TA,2.0
9414.285714285714,35.0,1.0,1.0,1019 VS,1.0
8139.53488372093,43.0,1.0,1.0,1063 AG,2.0
8395.522388059702,134.0,2.0,1.0,1082 KT,3.0
4629.62962962963,81.0,3.0,0.0,1068 WL,4.0
8863.636363636364,66.0,2.0,0.0,1073 CR,3.0
7939.252336448598,107.0,1.0,0.0,1015 HB,2.0
11562.5,48.0,1.0,1.0,1096 AM,2.0
9788.732394366198,71.0,1.0,0.0,1016 HL,2.0
8380.281690140846,71.0,2.0,0.0,1015 JS,3.0
9235.29411764706,85.0,3.0,1.0,1031 KN,4.0
9278.350515463917,97.0,3.0,0.0,1053 BG,4.0
4487.179487179487,78.0,2.0,1.0,1068 JS,3.0
8673.469387755102,49.0,1.0,0.0,1092 XP,2.0
10467.741935483871,62.0,1.0,0.0,1015 AG,2.0
6132.075471698113,53.0,1.0,0.0,1102 VB,2.0
4848.484848484848,66.0,2.0,0.0,1068 LZ,3.0
7589.285714285715,112.0,4.0,0.0,1098 LS,6.0
7397.590361445783,83.0,2.0,0.0,1064 AB,3.0
8770.27027027027,74.0,2.0,1.0,1015 CW,3.0
6494.623655913979,93.0,2.0,1.0,1101 DA,3.0
6597.222222222223,72.0,2.0,0.0,1079 NV,3.0
7900.0,50.0,1.0,1.0,1062 HE,2.0
8500.0,50.0,1.0,0.0,1058 TX,2.0
10526.315789473685,114.0,3.0,1.0,1031 HX,4.0
8125.0,80.0,2.0,0.0,1056 XM,4.0
7718.446601941748,103.0,3.0,1.0,1032 KE,4.0
6990.0,100.0,2.0,1.0,1095 MD,3.0
8394.475,40.0,1.0,0.0,1064 AB,2.0
7647.058823529412,85.0,2.0,1.0,1011 LZ,3.0
7589.285714285715,56.0,1.0,0.0,1079 WL,2.0
8766.233766233767,77.0,2.0,0.0,1017 GH,3.0
7831.325301204819,83.0,2.0,0.0,1064 AB,3.0
8953.488372093023,43.0,1.0,0.0,1073 EL,2.0
7303.3707865168535,89.0,3.0,0.0,1091 ZE,4.0
8908.045977011494,87.0,3.0,1.0,1018 MR,4.0
9337.349397590362,83.0,2.0,0.0,1053 ZT,3.0
4687.5,80.0,3.0,0.0,1068 NJ,4.0
7894.736842105263,57.0,1.0,1.0,1068 TD,2.0
4958.870967741936,62.0,1.0,1.0,1103 AM,2.0
8029.19708029197,137.0,3.0,1.0,1013 BD,4.0
10714.285714285714,112.0,1.0,1.0,1015 CJ,2.0
8189.6551724137935,58.0,1.0,0.0,1056 DD,2.0
6603.773584905661,106.0,3.0,0.0,1098 JP,4.0
5273.4375,128.0,3.0,1.0,1024 ML,6.0
5681.818181818182,88.0,3.0,0.0,1095 GH,4.0
8333.333333333334,54.0,1.0,0.0,1056 XL,2.0
10000.0,45.0,2.0,0.0,1053 KT,3.0
7596.153846153846,52.0,2.0,0.0,1055 CK,3.0
13120.567375886525,141.0,3.0,0.0,1077 RP,5.0
8888.888888888889,45.0,1.0,0.0,1072 JG,2.0
5000.0,80.0,2.0,1.0,1060 RG,3.0
8058.823529411765,85.0,3.0,0.0,1058 AN,4.0
6699.0291262135925,103.0,3.0,1.0,1087 VA,4.0
9647.887323943662,71.0,2.0,0.0,1018 CA,3.0
9243.697478991597,119.0,3.0,1.0,1031 HX,4.0
8319.444444444445,72.0,1.0,1.0,1096 DE,2.0
9326.923076923076,52.0,2.0,0.0,1054 DX,3.0
7467.532467532467,77.0,2.0,1.0,1097 CP,3.0
8404.255319148937,47.0,2.0,0.0,1057 SZ,3.0
7702.923076923077,39.0,1.0,1.0,1032 KW,2.0
8770.1875,32.0,1.0,1.0,1095 PA,2.0
6526.881720430108,93.0,2.0,1.0,1101 DA,3.0
6250.0,100.0,3.0,1.0,1083 JM,4.0
6590.909090909091,88.0,2.0,0.0,1098 RC,3.0
11612.021857923497,366.0,7.0,1.0,1011 JN,11.0
7600.0,105.0,2.0,0.0,1072 HP,3.0
11376.811594202898,69.0,2.0,0.0,1075 CH,3.0
9302.32558139535,43.0,1.0,0.0,1013 PJ,2.0
7574.468085106383,47.0,1.0,0.0,1033 SM,3.0
10500.0,45.0,1.0,0.0,1018 CA,2.0
6937.5,80.0,3.0,0.0,1024 KV,4.0
7980.0,50.0,1.0,1.0,1062 HE,2.0
8828.125,64.0,1.0,0.0,1011 EH,2.0
4449.152542372882,118.0,3.0,0.0,1069 HV,4.0
8132.530120481928,83.0,2.0,1.0,1053 VK,3.0
11607.142857142857,28.0,1.0,0.0,1091 TT,1.0
5931.14,50.0,1.0,1.0,1032 KW,2.0
8829.787234042553,47.0,1.0,0.0,1097 BW,2.0
6722.164948453608,97.0,3.0,1.0,1101 DA,4.0
6689.189189189189,74.0,2.0,0.0,1095 XB,3.0
7537.878787878788,132.0,2.0,0.0,1016 RP,4.0
9770.114942528735,87.0,2.0,0.0,1016 EJ,3.0
6641.975308641975,81.0,2.0,1.0,1101 DA,3.0
